Eigvals	3
360.12315613666516	111.97574435134722	93.9495523593442

Proportion explained	3
0.8585597350852257	0.08300730957810984	0.0584329553366644

Species	398	3
g__Gordonibacter|s__Gordonibacter_pamelaeae	-17.283423708514697	13.057236380128494	4.768022809083873
g__Slackia|s__Slackia_isoflavoniconvertens	-19.996733405343917	12.004384481440406	-4.2266992098215885
g__Bacteroides|s__Bacteroides_caccae	-22.271212695515636	-5.236027164688943	-3.1765020871957983
g__Bacteroides|s__Bacteroides_cellulosilyticus	-14.841487069596699	1.5855519539647613	2.4151102707961596
g__Bacteroides|s__Bacteroides_clarus	11.206360068153538	-0.7038224212876302	-10.157923439858012
g__Bacteroides|s__Bacteroides_coprocola	-7.682714536755932	-3.084763304438952	2.4811304037633173
g__Bacteroides|s__Bacteroides_dorei	-20.22616702706953	0.21760516326250118	-0.37790251893582555
g__Bacteroides|s__Bacteroides_eggerthii	-4.382544517671203	5.11987716112371	-3.3443938012510435
g__Bacteroides|s__Bacteroides_faecis	-21.998932166304147	4.460314310363634	0.026149947317912658
g__Bacteroides|s__Bacteroides_faecis_CAG_32	-10.5383453175675	13.629308197649053	-3.3853350639264073
g__Bacteroides|s__Bacteroides_finegoldii	22.66966995427999	-6.285893979599802	1.0074901833458094
g__Bacteroides|s__Bacteroides_fluxus	0.10491378316515546	-7.071799811753921	-2.854875393195634
g__Bacteroides|s__Bacteroides_fragilis	-26.02575382991616	-1.9419593010152623	-1.1415161534011284
g__Bacteroides|s__Bacteroides_galacturonicus	6.400832683364678	-4.960890607097156	-3.346742483027462
g__Bacteroides|s__Bacteroides_intestinalis	-16.524377515735317	-0.8345424180399068	2.440984266595192
g__Bacteroides|s__Bacteroides_massiliensis	-13.212098290350232	-6.4870502102615895	-2.4443542318682234
g__Bacteroides|s__Bacteroides_nordii	-7.858341418008152	6.901308515496563	-1.53314128733673
g__Bacteroides|s__Bacteroides_oleiciplenus	37.46466207668128	-11.326680196378327	-3.2669303420310434
g__Bacteroides|s__Bacteroides_ovatus	-22.906759564050553	-0.5207081457470804	-1.7777441987208311
g__Bacteroides|s__Bacteroides_plebeius	-10.65982436774721	5.164326318952075	-6.379177612270004
g__Bacteroides|s__Bacteroides_salyersiae	-17.046098744335627	-7.868098745437241	-1.0256889977500798
g__Bacteroides|s__Bacteroides_sartorii	-17.90092567644306	-7.439582964498612	-4.2317856367972215
g__Bacteroides|s__Bacteroides_sp_43_108	-7.078595461374334	5.091309409894026	-5.866452081834112
g__Bacteroides|s__Bacteroides_sp_CAG_144	-29.403448622129744	1.7506040097137263	-0.4760163239568784
g__Bacteroides|s__Bacteroides_sp_CAG_598	-3.3376100923328273	-0.5602522549228927	-6.248633389781612
g__Bacteroides|s__Bacteroides_sp_CAG_633	-2.887304808321081	-0.6879567037404966	2.153891718826288
g__Bacteroides|s__Bacteroides_sp_CAG_661	7.414481494875413	1.1517868872321926	-1.3705574964039189
g__Bacteroides|s__Bacteroides_sp_OM08_11	6.6714055750338535	-8.474213424833385	4.759260343653614
g__Bacteroides|s__Bacteroides_stercoris	-23.520302750599047	-0.05265528850753093	-1.3455501719429757
g__Bacteroides|s__Bacteroides_thetaiotaomicron	-19.413893360603794	-1.333646078666628	2.8477428608925752
g__Bacteroides|s__Bacteroides_uniformis	-21.416323890468597	-0.8561397574399814	-1.3567168056897674
g__Bacteroides|s__Bacteroides_vulgatus	-24.790067895024798	-3.2207700231223195	0.16250082273705285
g__Bacteroides|s__Bacteroides_xylanisolvens	-11.058437423444277	-3.2965043139513313	7.604484613697625
g__Barnesiella|s__Barnesiella_intestinihominis	-19.14175217991235	1.8009165594776868	-0.5716602431540728
g__Coprobacter|s__Coprobacter_fastidiosus	15.658275906435984	9.705055778594966	-5.276751861130145
g__Coprobacter|s__Coprobacter_secundus	4.307948619313419	0.8847463206089187	0.46747784689693306
g__Coprobacter|s__Coprobacter_sp	-7.465056154873368	-0.3484520460675389	6.104147024461193
g__Dysgonomonas|s__Dysgonomonas_gadei	-23.066704185666666	-13.787989850162992	-7.257048086845357
g__Dysgonomonas|s__Dysgonomonas_mossii	31.551444780586394	-0.6740971965818933	-2.778520405272511
g__Dysgonomonas|s__Dysgonomonas_sp_37_18	-0.732163479223928	-8.03994365170078	-1.8125780259685351
g__Butyricimonas|s__Butyricimonas_synergistica	-13.48516665402792	-3.531216475410528	1.8252033722425443
g__Butyricimonas|s__Butyricimonas_virosa	5.686291749363488	-4.3825629097878025	1.3915451185114538
g__Odoribacter|s__Odoribacter_laneus	-14.987147177695416	2.794412505127945	4.39215762935539
g__Odoribacter|s__Odoribacter_splanchnicus	-14.589364181100548	-2.808524614185385	-5.3574991589679
g__Porphyromonas|s__Porphyromonas_asaccharolytica	-11.392743756839652	-8.092185892784276	-3.7453452782015604
g__Porphyromonas|s__Porphyromonas_endodontalis	26.700974885194917	-6.913167544169881	2.455511819184095
g__Porphyromonas|s__Porphyromonas_sp_HMSC065F10	-12.298103198042345	-3.1260384818480738	6.823324981835848
g__Porphyromonas|s__Porphyromonas_uenonis	14.850545733556304	1.919863873493716	-9.436405075999359
g__Sanguibacteroides|s__Sanguibacteroides_justesenii	7.676067648649539	5.76695344593895	-3.6054847907643133
g__Alloprevotella|s__Alloprevotella_tannerae	-20.90402864169293	-0.6336078346001723	9.97087501515361
g__Paraprevotella|s__Paraprevotella_clara	8.700915552461606	0.9175281894342693	-1.1732790666928674
g__Paraprevotella|s__Paraprevotella_xylaniphila	-10.953810435556932	4.028287853569455	-4.049277807229806
g__Prevotella|s__Prevotella_bivia	10.95970799096585	7.339164624621189	-3.6346936079511165
g__Prevotella|s__Prevotella_buccae	-0.15106426790032498	-3.1194119419295556	0.6264533869401231
g__Prevotella|s__Prevotella_buccalis	44.225382074344864	-0.9302092904773476	-1.2497724424270125
g__Prevotella|s__Prevotella_colorans	17.821569125283343	-2.162881138618644	3.7055360502791554
g__Prevotella|s__Prevotella_copri	-22.25661643380678	0.6683761727825642	-0.9588780762779646
g__Prevotella|s__Prevotella_corporis	-9.60568518158638	-0.9983508839771985	1.8744084147575637
g__Prevotella|s__Prevotella_denticola	15.606817634911062	-4.589339898628024	0.09880821505399445
g__Prevotella|s__Prevotella_disiens	-5.867269756880419	-2.205807221616261	-0.9838476863860092
g__Prevotella|s__Prevotella_nigrescens	16.989922084932278	-3.390574770531883	-7.759720046356975
g__Prevotella|s__Prevotella_oralis	-4.719122461568453	0.5453854524244476	3.48424312617342
g__Prevotella|s__Prevotella_oris	16.24888612131868	-5.109352850020712	1.9909450386731338
g__Prevotella|s__Prevotella_sp_885	-12.965677289041961	3.376389496534977	1.5239538858027046
g__Prevotella|s__Prevotella_sp_AM42_24	-24.62932903364126	-3.0077489575766245	2.99304804421147
g__Prevotella|s__Prevotella_sp_CAG_1185	15.054405591367436	-1.4768101371714364	0.9618003891563323
g__Prevotella|s__Prevotella_sp_CAG_279	-4.9622567520462555	12.46898748401742	3.9660043937942677
g__Prevotella|s__Prevotella_sp_CAG_891	0.08511228842371849	2.0423802860542657	7.040534026927067
g__Prevotella|s__Prevotella_stercorea	2.5534594595380087	5.4418350718288835	4.824394552801183
g__Prevotella|s__Prevotella_timonensis	19.77925751555496	0.7968684492060606	-5.13200727408721
g__Alistipes|s__Alistipes_finegoldii	-19.920643222581813	1.7003044971670174	-1.462392365441769
g__Alistipes|s__Alistipes_indistinctus	-1.695799534475119	-2.9676570318694355	-1.3094648402021907
g__Alistipes|s__Alistipes_inops	-10.161182734794753	5.378805265055113	-5.01600698954671
g__Alistipes|s__Alistipes_onderdonkii	9.519044306605686	0.4972178748681662	-3.5715866906626994
g__Alistipes|s__Alistipes_putredinis	-20.467034088965644	1.456536122995611	-1.158381738599867
g__Alistipes|s__Alistipes_shahii	-18.069672359844922	-3.8238956947944533	2.4000330393058564
g__Alistipes|s__Alistipes_timonensis	-19.062884656268874	6.200484035321888	-6.718058678555908
g__Rikenella|s__Rikenella_microfusus	20.422154995422762	5.666618642891196	2.9492218869399465
g__Parabacteroides|s__Parabacteroides_distasonis	-23.57122654341192	1.7329244132266783	-0.03282153190705701
g__Parabacteroides|s__Parabacteroides_goldsteinii	-9.340863901401566	-6.1792351543641555	-7.9195754637015625
g__Parabacteroides|s__Parabacteroides_johnsonii	-21.216355784409902	-9.319795995719812	-3.2892885840580712
g__Parabacteroides|s__Parabacteroides_merdae	-16.38867728447875	-1.1378444422344893	3.3540878210465017
g__Parabacteroides|s__Parabacteroides_sp_CAG_409	-7.511614611888056	1.6553815645847565	6.675193291420827
g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium	-11.312155908359228	1.8093863923866382	6.919074114948838
g__Gemella|s__Gemella_asaccharolytica	10.707947306450746	3.1803067149095687	-2.0900844309293776
g__Granulicatella|s__Granulicatella_elegans	3.090756739178742	15.668601534479498	-4.844020215505635
g__Enterococcus|s__Enterococcus_avium	13.397259473731074	4.931706416339796	1.0996524670388534
g__Enterococcus|s__Enterococcus_casseliflavus	-22.94668413368363	4.2475329484806945	-0.8360050719950701
g__Enterococcus|s__Enterococcus_durans	-10.276486461431396	5.688190352234571	1.2339902108999363
g__Enterococcus|s__Enterococcus_faecalis	2.002140718544947	1.2263997948939147	6.24564050058688
g__Enterococcus|s__Enterococcus_faecium	-1.4522168283939756	-3.5301477327731985	-5.036895331530429
g__Enterococcus|s__Enterococcus_gallinarum	-22.646537121312214	-12.273991270482384	0.7592479583813924
g__Enterococcus|s__Enterococcus_hirae	6.197049832522259	-5.704782119910888	4.450283129289525
g__Enterococcus|s__Enterococcus_pseudoavium	-10.092814242118452	4.042151107740615	-3.8454988984472855
g__Enterococcus|s__Enterococcus_raffinosus	4.522527843793274	5.540370428806893	0.8801556823330688
g__Enterococcus|s__Enterococcus_thailandicus	34.80282254320608	3.6471272771916206	-1.2171457783239399
g__Lactobacillus|s__Lactobacillus_acidophilus	-2.1901159418991805	-2.5151202624132125	0.4685645814772396
g__Lactobacillus|s__Lactobacillus_crispatus	-17.302578284606955	1.9234843174515968	-5.6173337045574625
g__Lactobacillus|s__Lactobacillus_fermentum	31.569485116124078	3.63688774390877	6.743763810758939
g__Lactobacillus|s__Lactobacillus_gasseri	23.903866208987775	11.404785705512941	-2.726424953684201
g__Lactobacillus|s__Lactobacillus_oris	18.452363880887575	2.892395344909899	-3.7516632598436974
g__Lactobacillus|s__Lactobacillus_paragasseri	10.731672459571785	-3.783683234867575	3.5957820561568865
g__Lactobacillus|s__Lactobacillus_plantarum	45.10220026831577	-9.873425058797363	-2.2053484031261705
g__Lactobacillus|s__Lactobacillus_rhamnosus	17.345094816672948	-1.484349284670022	8.228687565880515
g__Lactobacillus|s__Lactobacillus_rogosae	24.660879227794048	-3.1940859351046638	2.3077382615485247
g__Lactobacillus|s__Lactobacillus_ruminis	41.88125011013985	-1.6382503218469233	-0.9207597078341389
g__Lactobacillus|s__Lactobacillus_sakei	-31.03418687175042	0.9636959273192185	-6.313106213092175
g__Pediococcus|s__Pediococcus_acidilactici	21.193426400259494	-1.2660279068679199	7.2634088713899345
g__Weissella|s__Weissella_confusa	24.405186500171826	-4.717201785307444	-1.8542973292609741
g__Lactococcus|s__Lactococcus_lactis	16.4041796473636	5.261262149048024	-0.36413868780140796
g__Streptococcus|s__Streptococcus_australis	21.162603305845785	9.017600886535435	6.435697923307864
g__Streptococcus|s__Streptococcus_gordonii	12.031004208977913	-7.570598714857461	5.972551574342348
g__Streptococcus|s__Streptococcus_infantis	35.980918693281666	4.3386175960899935	4.446122171956244
g__Streptococcus|s__Streptococcus_lutetiensis	20.002123554295277	7.657639498658374	-3.558284399215975
g__Streptococcus|s__Streptococcus_mitis	25.498485713565245	-8.5999886231943	2.6779109809690818
g__Streptococcus|s__Streptococcus_oralis	-5.648539626863502	-0.27432504202913494	3.001425626105611
g__Streptococcus|s__Streptococcus_parasanguinis	2.6519596875187488	-1.0120717986781138	-2.18914782954511
g__Streptococcus|s__Streptococcus_pasteurianus	-12.097184020463423	-5.092524193601866	-4.100958163428091
g__Streptococcus|s__Streptococcus_salivarius	-3.7158459008618605	-4.137482713761411	-3.8967486529536512
g__Streptococcus|s__Streptococcus_sanguinis	30.5138791205471	3.089021494695235	-10.556692066037874
g__Streptococcus|s__Streptococcus_sp_A12	-10.624163384940177	-1.84214690508122	3.2130098826897293
g__Streptococcus|s__Streptococcus_thermophilus	-8.210432329683885	-9.992447707587313	4.16594423462938
g__Streptococcus|s__Streptococcus_vestibularis	-19.525529144095913	-0.3086612853128789	0.4014526064451731
g__Christensenella|s__Christensenella_minuta	-4.213379967038452	1.5115136030209873	-3.7857192418956473
g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	-16.6081576135588	-6.455498861768014	-4.431980411310841
g__Clostridium|s__Clostridium_bolteae_CAG_59	-29.224798404959767	3.7165344851845505	-11.475013630165387
g__Clostridium|s__Clostridium_butyricum	-15.819156718021487	-6.5268417182032685	-1.9017058922775514
g__Clostridium|s__Clostridium_cadaveris	3.650455464670915	3.910408547894291	10.356024003102752
g__Clostridium|s__Clostridium_disporicum	14.808801219042907	15.671529547639349	11.21999794812884
g__Clostridium|s__Clostridium_neonatale	-7.655340770609651	5.867009245378697	-0.71299169572753
g__Clostridium|s__Clostridium_paraputrificum	-7.577429020505277	8.090007209700183	-3.01853678829726
g__Clostridium|s__Clostridium_perfringens	4.351637299191843	0.6017867787451597	-3.184041170259
g__Clostridium|s__Clostridium_sp_CAG_167	-25.632368644070475	7.63789875711535	3.49323256936406
g__Clostridium|s__Clostridium_sp_CAG_242	4.469623358298793	6.566946238296895	-1.3049399782658686
g__Clostridium|s__Clostridium_sp_CAG_253	6.295690987874609	-1.2174666224090092	1.8666405342560415
g__Clostridium|s__Clostridium_sp_CAG_299	-3.302237462720568	-2.2757541358619053	-1.8947408950809228
g__Clostridium|s__Clostridium_sp_CAG_411	-13.410854283751995	11.772081653299159	-6.663492068466098
g__Clostridium|s__Clostridium_sp_CAG_58	-18.12905327855279	-0.4047346635257465	-2.875318260642017
g__Clostridium|s__Clostridium_sp_CAG_590	15.715728519293418	6.473677893231378	0.12269967677799741
g__Clostridium|s__Clostridium_sp_CAG_678	-1.2554184123824728	-1.199799547591872	2.9544109843880966
g__Clostridium|s__Clostridium_sp_chh4_2	-32.570887691564	2.5046362017392503	-5.659314852985981
g__Hungatella|s__Hungatella_hathewayi	18.901103595635682	-9.209422224688346	1.8060341495284336
g__Clostridiales_unclassified|s__Bacteroides_pectinophilus	1.2437416135989445	5.760655795197279	-0.01588182678463411
g__Clostridiales_unclassified|s__Clostridiales_bacterium_1_7_47FAA	-5.274338877822621	-3.021761639383861	-3.0399047700611455
g__Clostridiales_unclassified|s__Clostridiales_bacterium_CHKCI006	-3.8764776984734164	1.1777421428649073	4.782986622026906
g__Intestinimonas|s__Intestinimonas_butyriciproducens	5.403795420635103	-8.250174588637627	2.446346913060358
g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	-14.58021380820458	-0.2857170100283569	-2.1583909649295987
g__Monoglobus|s__Monoglobus_pectinilyticus	-9.87944760943672	-0.8851846409096039	-1.566141509939946
g__Anaerofustis|s__Anaerofustis_stercorihominis	5.4471048592271245	3.658456095271829	-5.321963499091469
g__Eubacterium|s__Eubacterium_coprostanoligenes	-5.462261841386436	2.783024530193774	-1.9782299991228218
g__Eubacterium|s__Eubacterium_dolichum_CAG_375	-23.281326531810297	9.320571358313012	10.052121755260776
g__Eubacterium|s__Eubacterium_eligens	-5.958977746129293	-0.1367760135271616	6.128126484214363
g__Eubacterium|s__Eubacterium_hallii	4.45614018335732	-1.9995271926739535	10.624596262704996
g__Eubacterium|s__Eubacterium_ramulus	0.5269282657547386	-3.902057809627347	-0.11356773757262612
g__Eubacterium|s__Eubacterium_sp_An11	-13.758678771560714	-1.0384264856782361	-6.361361366629317
g__Eubacterium|s__Eubacterium_sp_CAG_180	-18.498681376185473	-4.1422236437978155	-0.05031321239784767
g__Eubacterium|s__Eubacterium_sp_CAG_251	13.838909124882509	2.815612761430556	1.5100605035531767
g__Eubacterium|s__Eubacterium_sp_CAG_274	-7.938824345262173	-4.150758258333489	2.3389257617051338
g__Eubacterium|s__Eubacterium_sp_CAG_38	-14.020752426878976	-5.180403390092245	-5.380110041974175
g__Eubacterium|s__Eubacterium_sp_OM08_24	6.2298754492039174	-5.854939678750497	-2.4283866078170586
g__Eubacterium|s__Eubacterium_ventriosum	-12.218256521524108	-7.633628574902468	0.6776224553160506
g__Anaerostipes|s__Anaerostipes_caccae	18.303093607419274	-5.696058551728465	0.7765188094202424
g__Anaerostipes|s__Anaerostipes_hadrus	-15.612683561355299	0.42510799164259006	5.534083692200658
g__Anaerotignum|s__Anaerotignum_lactatifermentans	-20.341697089718235	-4.667704043596539	4.789854996309111
g__Blautia|s__Blautia_coccoides	19.000788459818267	-0.7170408075941014	8.12819510479291
g__Blautia|s__Blautia_hansenii	7.448721723462517	-1.0796132273953387	3.607927224136779
g__Blautia|s__Blautia_hydrogenotrophica	0.36130874094540383	-2.280955973690094	5.756926247467119
g__Blautia|s__Blautia_obeum	-0.27888329291510655	1.7773175350538943	6.6643815964096484
g__Blautia|s__Blautia_producta	3.8566186146273256	-15.166692926577305	-6.135543663612364
g__Blautia|s__Blautia_sp_CAG_257	28.381401469505754	-9.257078233010393	-2.0989684933224217
g__Blautia|s__Blautia_sp_N6H1_15	8.619492821116147	-4.539522991549984	-6.897601066141807
g__Blautia|s__Blautia_wexlerae	-11.8757726603383	-0.5686834781728701	-6.605866494973672
g__Blautia|s__Ruminococcus_gnavus	-21.37207164612701	-4.8422993632224465	-3.09349557300705
g__Blautia|s__Ruminococcus_torques	-5.576876815418066	-0.03538055693571568	-1.7726355011566128
g__Butyrivibrio|s__Butyrivibrio_crossotus	-0.4606154317349907	4.144293847509259	-0.8608639740628506
g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318	12.343524164647171	-3.458998649084374	-6.585423756472343
g__Coprococcus|s__Coprococcus_catus	5.936014279314695	0.9987700109179145	2.1340373863979396
g__Coprococcus|s__Coprococcus_comes	-4.524489848585709	-4.140431719323316	4.638214257040062
g__Coprococcus|s__Coprococcus_eutactus	-11.988466215361052	-1.9071197794617236	0.05786340256274017
g__Dorea|s__Dorea_formicigenerans	-24.242167122233504	-2.4490135934278743	-0.30739432390890187
g__Dorea|s__Dorea_longicatena	-4.816511900402767	-10.469522327422256	0.2258879006426541
g__Dorea|s__Dorea_sp_CAG_317	-16.21626493237882	7.128270896955869	-0.014618797036323626
g__Eisenbergiella|s__Eisenbergiella_massiliensis	8.589195435019134	10.949877501468015	-7.537122497972503
g__Eisenbergiella|s__Eisenbergiella_tayi	-8.768259229173285	-0.7906412693367766	10.566717938550209
g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	13.413434548092022	0.19977190464886177	10.810174225560722
g__Lachnoclostridium|s__Clostridium_aldenense	13.515586224387066	-0.4604941542551484	3.380892952860025
g__Lachnoclostridium|s__Clostridium_asparagiforme	-21.551682027255698	4.928051427195702	-10.60165945818267
g__Lachnoclostridium|s__Clostridium_bolteae	-6.91399893711458	-0.20393868108138732	1.5864857759021194
g__Lachnoclostridium|s__Clostridium_citroniae	12.19733841294671	0.2578324817371895	1.3519456915954164
g__Lachnoclostridium|s__Clostridium_clostridioforme	4.5499959487810315	-2.187588838735254	0.9451709172384183
g__Lachnoclostridium|s__Clostridium_lavalense	-13.477941466512682	2.1698388755060165	1.1749845379822452
g__Lachnoclostridium|s__Clostridium_saccharolyticum	-3.835861937843414	7.673915491547807	0.23736531557188453
g__Lachnoclostridium|s__Clostridium_scindens	19.029616985287916	-1.9127819677466165	4.490257271124166
g__Lachnoclostridium|s__Clostridium_symbiosum	8.114261367082591	8.689219473390313	0.6481369922856052
g__Lachnoclostridium|s__Lachnoclostridium_sp_An118	10.411891630496019	8.846845893394535	2.9382002658429065
g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	12.815043788956885	-0.10487536498726051	4.525785060750039
g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	29.571772137480444	1.5557382044367032	-4.02496607847348
g__Lachnoclostridium|s__Lachnoclostridium_sp_An181	21.425042798028393	-7.171775792367075	-4.493310503448919
g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	-17.129598193613713	2.036745385265261	0.8857012718882434
g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_2_1_46FAA	-21.496251524504356	-1.6932262753422906	-0.5612324360886756
g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096	9.430718360696842	-4.0849876700300465	-1.2003699765531741
g__Murimonas|s__Murimonas_intestini	8.633173050924057	0.23308363486286027	-1.9398289271111506
g__Roseburia|s__Roseburia_faecis	-24.51366617236661	-1.0274632914492952	0.016907535212477433
g__Roseburia|s__Roseburia_hominis	6.754419643117017	-5.757802753633755	-7.40522025704555
g__Roseburia|s__Roseburia_intestinalis	-11.72532890166407	0.47374262055990807	5.187762170021
g__Roseburia|s__Roseburia_inulinivorans	-20.559099066936252	4.769994678045518	4.554245683310438
g__Roseburia|s__Roseburia_sp_CAG_182	-5.844770648616971	0.32402730340234254	-14.218096618059601
g__Roseburia|s__Roseburia_sp_CAG_303	5.473167299612291	-10.83888117888347	-8.899033150071226
g__Roseburia|s__Roseburia_sp_CAG_309	-14.923173654698102	6.2598582052718275	-3.8180955706562143
g__Roseburia|s__Roseburia_sp_CAG_471	41.97926165291906	-0.7929378534831858	-1.9427936639475099
g__Sellimonas|s__Sellimonas_intestinalis	-23.621621777741616	-0.3687012272925907	1.0244302442261337
g__Tyzzerella|s__Tyzzerella_nexilis	1.5181978527404283	0.42678281515100874	2.1623787956996363
g__Oscillibacter|s__Oscillibacter_sp_57_20	-11.030368223104606	2.951741134373603	-0.08196965553514815
g__Oscillibacter|s__Oscillibacter_sp_CAG_241	-18.51243085396921	-8.583461199116668	-6.294038127683888
g__Peptococcus|s__Peptococcus_niger	38.652317029610565	-3.7001677629830505	-2.6575669339481345
g__Clostridioides|s__Clostridioides_difficile	9.603849602342455	2.007883985901817	-4.474611688484837
g__Intestinibacter|s__Intestinibacter_bartlettii	-32.48084137443285	0.7056135237929875	3.582854316553884
g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	1.2567331044518117	-2.226927761640453	3.3508487002866127
g__Peptostreptococcus|s__Peptostreptococcus_stomatis	19.088128430737843	-6.850994676416392	-3.5082655563944933
g__Romboutsia|s__Romboutsia_ilealis	-1.840309806796947	11.493124692629097	-1.925058295293753
g__Terrisporobacter|s__Terrisporobacter_othiniensis	31.971837564215114	10.862191760112143	-4.314682351731367
g__Agathobaculum|s__Agathobaculum_butyriciproducens	1.3910315420063073	0.4747007856056105	8.476539268551825
g__Anaerofilum|s__Anaerofilum_sp_An201	22.73719985906888	-1.339798236119038	8.692894927470359
g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An172	11.153129958797628	3.4319457101815756	1.0422073565734484
g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	7.448687926847795	14.581858492587441	-0.33975042938822825
g__Anaerotruncus|s__Anaerotruncus_colihominis	-3.386223423958406	0.49138843357746875	5.356149636557937
g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528	-15.341251681823858	8.380595822702496	-2.1949598908585104
g__Faecalibacterium|s__Faecalibacterium_prausnitzii	-24.648259687831477	-1.87227310474403	-0.5614430653910749
g__Flavonifractor|s__Flavonifractor_plautii	-19.15377551565472	0.7437318928171313	-3.2846341922990354
g__Flavonifractor|s__Flavonifractor_sp_An10	5.549404693029214	-8.217463681419922	2.2451397559178696
g__Flavonifractor|s__Flavonifractor_sp_An100	16.385237552889674	4.6745195624450195	-8.90283148175964
g__Gemmiger|s__Gemmiger_formicilis	-10.649925885149731	-2.9607760453961594	-0.8363741244972404
g__Gemmiger|s__Gemmiger_sp_An87	10.393733608945242	0.695933708083262	-5.1230884358127184
g__Harryflintia|s__Harryflintia_acetispora	5.207301042182515	6.388687598590954	-2.958177364476202
g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	21.780339974041432	2.603489440656117	-4.691188113726618
